44175,42800,43600,42000,42000,38200,40500,39300
43500,42800,43200,42400,42000,38200,40500,39700
43200,42400,42800,41700,42000,38600,40900,39700
42800,42000,42400,41700,41700,38600,40500,39700
42500,42000,42800,41300,41700,38600,40900,39700
42700,41700,42000,41300,41700,38200,40500,39300
42225,42000,42000,41300,41300,38200,40500,39700
42225,41700,42000,41300,41300,38600,40500,39700
42125,41700,41700,41300,41300,38200,40500,39700
42150,41700,42000,40900,40900,38200,40500,39300
42075,41300,42000,40900,40900,38200,40500,39300
41975,41300,41700,41300,40900,37800,40100,39300
41950,41300,41700,40500,40900,38200,40500,39700
41875,41300,41700,40900,40900,38200,40500,39300
41875,40900,41700,40900,40900,37800,40100,39700
41775,41300,41700,40500,40900,38200,40100,39300
41675,41300,41700,40900,40500,38200,40100,39300
41875,41300,41300,40500,40900,38200,40100,39300
41675,41300,41300,40100,40900,38200,40100,39300
41575,40900,41300,40500,40900,38200,40100,39300
41575,40900,41300,40500,40500,37800,40100,39300
41375,40900,41300,40500,40500,37800,40100,39300
41475,40900,40900,40500,40500,38200,40100,39300
41375,40900,41300,40100,40500,37800,40100,38900
41375,40900,40900,40500,40500,38200,40100,39700
41375,40900,40900,40100,40500,37800,40100,39300
41175,40500,41300,40500,40500,38200,39700,39300
41300,40500,40900,40100,40500,38200,40100,39300
41275,40500,40900,40100,40500,38200,40100,39300
41375,40500,40500,40100,40500,37800,39700,38900
41200,40500,40900,40100,40100,38200,39700,38900
41175,40900,40900,40100,40500,38200,40100,39300
41475,40500,40900,39700,40100,38200,40100,38900
41375,40100,40900,40100,40100,37800,39700,39300
41075,40500,40900,40100,40500,37800,39300,38900
41175,40100,40900,40100,40100,37800,39700,38900
41100,40500,40900,40100,40100,37800,39700,39300
41375,40100,40900,39700,40100,37800,40100,38900
41575,40500,41300,39700,40100,37800,39700,38900
41675,40100,40900,40900,40100,37800,40100,39300
41375,40500,41300,40100,40500,37800,39300,38900
41275,40500,40900,39700,40100,37800,39700,39300
41475,40100,41300,40100,40100,37800,39700,39300
41575,40500,40900,39700,40100,37800,39700,39300
41200,40500,40900,40100,40100,38200,39700,38900
42025,40500,40900,39700,40100,38200,39700,39300
