61375,59800,60200,59800,60200,57500,59200,58000
61450,59800,60600,59800,60200,57100,58800,58000
61175,59400,60200,59800,60200,57100,58800,58000
60975,59400,59800,59400,60200,56700,59200,57600
61000,59000,59800,59800,59800,56700,58800,57600
61000,59400,59800,59400,59800,57100,58800,58000
60600,59400,59800,59400,59800,57100,58800,58000
60500,59000,59400,59400,59400,56700,58800,57600
60600,59000,59800,59000,59400,56700,58400,58000
60500,59000,59400,59000,59400,56700,58400,57600
60300,58700,59400,59000,59400,56300,58400,57200
60200,59000,59400,59000,59000,56300,58400,57600
60300,58700,59400,58700,59000,56300,58000,56800
60200,58300,59400,59000,59000,56700,58000,57200
60000,58300,59000,58700,59000,56300,57600,57200
60100,58700,59000,58700,59000,56000,58400,57600
60100,58700,59000,58300,59000,56300,58000,57200
60100,58300,59000,58700,58700,56000,57600,57200
59800,58700,59000,58700,59000,56300,58000,56800
59700,58300,59000,58300,58700,56300,58000,56800
59700,58700,59000,58700,58700,56000,57600,56800
59600,58300,59000,58300,58700,56000,57600,56800
59600,58300,58700,58300,58700,56000,57600,56800
60100,58300,58700,58300,58700,56000,57600,56400
59900,64500,59800,65200,59400,55600,58000,56800
60600,64800,60600,61400,64100,55600,57600,56400
60500,66000,61000,61000,66400,56000,57600,56400
60300,66400,61400,60600,66800,55600,57200,56400
60500,66400,61400,60600,66400,55600,57600,56800
60600,66400,61400,61000,67200,56000,57600,56400
60875,64500,61400,61400,66800,55600,57600,56800
60775,62900,61000,61400,66000,55600,57200,56800
60975,59800,60200,61400,65200,55600,57600,56800
60600,59400,59800,61000,64800,55600,57600,56400
60975,59400,59800,60200,60600,55600,57600,56800
60600,59000,59800,63700,59800,55600,57200,56400
60300,58700,59400,66000,60600,55200,57200,56800
60100,59000,59400,62900,60200,55600,57600,56400
61075,58700,59400,60200,64500,55200,57200,56800
61175,58700,59800,59400,59400,55600,57600,56400
61175,58700,59800,59000,59000,55600,57200,56400
60600,58700,59400,58700,58700,54800,57200,56400
60775,58300,59400,59000,59000,55200,57600,56400
60500,58700,59400,58700,58300,55600,57200,56400
60300,58300,59000,58300,58300,55200,57200,56100
59600,62500,59400,57900,58700,55200,56800,56100
59900,58700,59400,58300,58700,54800,57200,56100
60100,58300,59000,61400,58700,54800,56800,56100
59700,58300,59000,63700,59000,55200,56800,56100
59700,57900,59000,60200,59000,54800,56800,56100
60200,57900,59000,59800,59000,54800,56800,56100
59625,58300,58700,58300,58300,55200,57200,55700
59225,57900,58300,57900,58300,54800,56800,55700
59150,57500,58300,57900,58300,54400,56800,55700
58875,57500,58300,57500,57500,54400,56800,55700
58950,57500,57900,57900,57900,54800,56800,56100
58675,57100,58300,57100,57500,54400,56800,55700
58575,57500,57900,57500,57500,54800,56400,55700
58375,57100,58300,57100,57500,54400,56400,55700
58375,57100,57900,57100,57500,54800,56800,55700
58275,57500,57900,57100,57100,54400,56400,55700
58375,56700,57500,57100,57100,54400,56800,55700
58400,57100,57900,61700,57500,54400,56400,55700
58300,57100,57900,63700,58300,54400,56400,55300
58400,57100,57900,59400,61700,54400,56400,55700
58400,57100,57900,58300,62900,54400,56400,55300
58400,57500,57900,58300,62500,54400,56400,55300
58575,57100,57900,58700,62900,54800,56400,55300
58475,57100,57500,58300,62900,54000,56400,55700
58575,57100,57500,58700,62900,54400,56400,55300
58400,57100,57500,58700,63700,54400,56100,55300
58575,57100,57900,58700,61400,54000,56400,55300
58550,57100,57500,57900,61000,54000,56100,55300
