45525,45900,44800,42400,42400,39000,40900,40100
45425,45900,45500,42800,42400,38600,41300,40100
45625,46300,44400,42000,42400,39000,41300,40100
45725,46300,44800,42000,42000,39000,41300,40100
45625,46300,44800,42400,42400,39000,41300,40100
45825,45900,44800,42400,42000,39000,40900,40500
45725,45100,45100,42400,42400,39000,40900,40100
45725,45500,46300,42800,42400,39000,41300,40100
45625,46300,44800,42400,42000,38600,41300,40100
45525,46300,44400,42000,42400,39000,41300,40100
45625,45900,44800,43200,42400,39000,40900,40100
45625,46300,44800,42400,42800,39000,41300,40100
45625,46300,44000,42400,42400,39000,41300,40100
45625,45500,44400,42400,42000,39300,41300,40500
45725,45500,44800,42400,42400,39000,41300,40100
45525,45900,44400,42800,42000,39000,41300,40100
45600,45900,44400,42800,42400,39000,41300,40100
45625,45900,44800,42800,42000,39000,41300,40100
45425,45500,44400,42000,42000,39000,41300,40100
45625,46300,44400,42400,42000,39000,41300,40100
45425,45900,44400,42800,42000,39000,41300,40100
45625,45100,44800,46300,42800,38600,41300,40100
45525,45900,44800,47100,43200,39000,41300,40100
45800,46300,45100,49000,43600,39300,40900,40500
45725,46700,44800,44400,48200,38600,41300,40500
45800,46300,44800,44000,49000,39000,41300,40100
45925,46700,44800,44000,49800,39000,41300,40100
45725,45500,45100,44400,49000,39000,41300,40500
45625,46700,45500,44000,49400,39000,41300,40500
43300,42800,43200,42000,42000,39300,40900,40100
43100,42000,42800,42000,41700,39000,41300,40100
43100,42000,42400,41700,42000,39000,40900,40500
42700,42000,42800,41700,41700,39000,41300,40100
42800,42000,42400,41700,42000,39300,40900,40100
42700,42000,42400,41300,41700,39000,40900,40100
42800,41700,42000,41300,41700,38600,40900,40100
43000,42000,42400,41300,41700,38600,40900,40100
43000,42000,42400,41300,41700,39000,40900,40100
42700,41700,42000,41700,41300,39000,40900,40100
42600,41700,42400,41700,41300,39000,40900,40100
42400,41700,42000,41300,41300,39000,40900,40100
42400,41700,42000,41300,41300,39000,40900,40100
42300,41700,42000,41300,40900,39000,41300,39700
42500,41300,41700,41300,41300,39000,40900,39700
42500,41300,42000,41300,41700,39000,40900,40100
42125,41700,42000,40900,41300,39000,40500,40100
42225,41700,42000,40900,41300,39000,40500,39700
42125,41700,42000,41300,41300,39000,40900,39700
42125,41700,41700,41300,41300,39000,40900,40100
41950,41700,41700,40900,41300,39000,40500,40100
41950,41300,42000,41300,41300,38600,40900,40100
42125,41300,41700,40900,41300,38600,40500,40100
42025,41300,41700,40900,40900,38600,40500,39700
42025,41300,42000,40900,40900,38600,40500,39700
42225,41300,42000,40900,40900,38600,40500,39700
41950,41300,41700,40900,40900,38600,40900,40100
42025,41300,41700,40900,40900,39000,40500,40100
42025,40900,41700,40500,40900,38600,40500,39700
42025,41300,41700,40900,40900,38600,40500,39300
41925,40900,41300,40900,40900,39000,40100,39700
41850,41300,41700,40900,40500,39000,40900,39700
41825,40900,41700,40500,40500,39000,40500,39700
41850,40900,41700,40500,40900,38600,40100,40100
41950,41300,41700,40500,40900,38600,40100,39700
41825,40900,41300,40900,40900,38600,40500,39700
41825,40900,41300,40900,40500,39000,40100,39700
41850,40900,41300,40900,40900,39000,40500,39700
41875,40900,41300,40900,40500,38600,40100,39700
41750,40900,40900,40500,40900,38600,40500,39700
41850,41300,41300,40500,40900,38600,40500,39700
41775,41300,41300,40500,40500,38600,40500,39700
41550,40900,41300,40500,40900,38600,40100,39700
41750,40900,41300,40500,40900,38600,40500,39700
41750,40900,40900,40500,40500,38200,40500,39700
41850,41300,41300,40500,40500,38200,40100,39700
41675,40900,40900,40500,40500,38600,40500,39700
41750,40900,40900,40500,40100,38600,40100,39700
41775,40900,41300,40500,40900,38600,40100,39700
41850,40500,41300,40500,40900,38600,40100,39700
41850,40900,41300,40500,40500,38200,40100,39700
41675,40900,41300,40500,40900,38600,40100,39700
41675,40900,41300,40500,40500,38600,40100,39700
41750,40900,40900,40100,40500,38600,40500,39700
