45325,44400,45500,44000,43600,39700,42000,40900
44850,43600,44400,43200,43200,39700,42000,40900
44475,43600,44000,43200,43200,39300,42000,40900
44000,43200,44000,42800,42800,39300,42000,40900
43900,43200,44000,42800,42800,39700,42000,40900
43600,43200,43600,42400,42400,39700,41600,40900
43600,43200,43600,42400,42400,39300,41600,40900
43500,42400,43200,42400,42400,39700,41300,40500
43500,42400,43200,42000,42000,39700,41600,40900
43300,42400,43200,42000,42000,39700,41600,40500
43500,42400,42800,42000,42000,39700,41300,40900
43400,42400,42800,41700,42000,39300,41600,40500
43200,42000,42800,41700,42000,39300,41600,40500
43100,42000,42800,41700,42000,39700,41300,40500
43000,42400,42400,42000,42000,39700,41600,40500
43100,42000,42800,41700,41700,39300,41300,40900
42900,42400,42800,41700,42000,39700,41600,40500
42900,42000,42800,42000,42000,39300,41600,40500
42900,42400,42400,41700,41700,39300,41600,40500
42900,42000,42800,41700,41700,39300,41600,40900
43000,42000,42400,41700,42000,39300,41300,40900
42800,42000,42400,41700,41300,39300,41600,40500
42700,41700,42400,41700,41300,39000,41300,40100
42700,41700,42000,41700,41300,39300,41300,40500
42325,42000,42000,41700,41300,39300,40900,40500
42900,41700,42000,41300,41300,39000,41300,40500
42600,41700,42400,41700,41300,39300,40900,40500
42625,42000,42000,41300,41300,39300,41300,40900
42700,41700,42400,41700,41300,39000,41300,40500
42500,41700,42400,41300,41700,39300,40900,40500
42600,41700,42400,41300,41300,39300,40900,40100
42400,41700,42400,41300,41700,39300,40900,40100
42600,41700,42000,41300,41300,39000,41300,40500
42500,41700,41700,41300,41300,39000,40900,40500
42225,41700,42000,41300,41700,39300,40900,40500
42425,42000,42000,41700,41300,39000,40900,40500
42325,41700,42000,41300,41300,39300,41300,40100
42500,41300,42000,40900,41300,39000,40900,40500
42225,41700,41700,41300,40900,39300,41300,40500
42525,41700,42000,40900,41300,39300,40900,40100
42425,41700,41700,41300,41300,39300,40900,40500
42325,41700,42000,40900,40900,39300,40900,40500
42325,41700,42000,41300,41300,39300,40900,40100
42050,41700,42000,41300,41300,39300,40900,40100
42225,41700,42000,41300,41300,39300,40900,40500
42225,41700,41700,41300,41300,39300,40900,40100
42225,41700,41700,41300,41300,39300,40900,40500
42150,41300,42000,41300,41300,39000,40900,40500
42125,41300,42000,41300,41300,39000,40900,40100
42050,41300,42000,40900,41300,39300,40900,40100
42150,41300,42000,40900,40900,39000,40900,40500
42225,41700,41700,41300,41300,39000,40900,40100
42225,41700,41700,40900,40900,39300,40900,40100
42125,41300,41700,40900,41300,39000,40900,40100
42225,41300,41700,40900,40900,39000,40900,40100
42050,41300,41700,40900,40900,39300,40900,40100
42425,41700,41700,41300,40900,39000,40500,40100
42250,41300,41700,40900,41300,39000,40900,40500
42325,41300,41300,41300,40900,39300,40900,40100
42125,41300,42000,40900,40900,39000,40900,40100
42150,41300,41700,41300,40900,39000,40900,40100
42025,41700,41700,41300,41300,39000,40900,40100
42025,40900,41700,41300,40900,39000,40500,40100
41950,41300,41700,40900,40900,38600,40500,40100
42025,41300,41700,40500,40900,39000,40900,40100
42050,41300,41700,40900,40500,39000,40500,40100
42125,41300,41700,40500,40500,39300,40500,40100
41850,41300,42000,40900,40500,39000,40900,40500
41925,41300,41700,40500,40500,39000,40500,40100
42025,40900,41700,40900,40900,39000,40900,40100
42025,41700,41700,40900,40900,39300,40500,40100
41850,41300,41700,40900,40900,39000,40900,40100
41950,41300,41700,40900,40900,39000,40500,40100
41750,41700,41700,40900,40900,39000,40500,40100
41850,41300,41300,40500,40500,39000,40900,40100
41850,41300,41300,40500,40500,39000,40900,40100
41925,41300,41700,40500,40900,39000,40500,40100
41850,40900,41700,40900,40900,39000,40500,40100
41850,41300,41700,40900,40500,39000,40900,39700
41850,40900,41700,40900,40500,39000,40500,40100
41750,41300,41700,40900,40500,39000,40500,40100
41750,40900,41300,40900,40900,39000,40500,40100
41850,41300,41700,40900,40900,39300,40500,39700
41750,41300,41300,40900,40500,39000,40500,40100
42050,40900,41700,40500,40500,39000,40900,39700
41650,40900,41300,40500,40500,38600,40900,40100
41650,40900,41700,40500,40500,39000,40500,40100
41750,40900,41700,40900,40900,39000,40500,40100
41850,40900,41700,40900,40900,39000,40500,40100
42025,41300,41700,40500,40900,38600,40500,40100
41650,41300,41300,40500,40500,39000,40500,40100
41650,40900,41300,40900,40900,39000,40500,40100
41750,40900,41700,40900,40500,39000,40500,40100
41650,40900,41700,40500,40500,38600,40500,39700
41750,40900,41700,40500,40500,39000,40500,39700
41650,41300,41700,40500,40500,39000,40500,40100
41575,40900,41300,40500,40500,39000,40500,39700
41850,41300,41700,40500,40500,38600,40100,39700
41650,40900,41700,40500,40500,39000,40500,40100
41850,40900,41300,40500,40900,39000,40500,39700
